index,x[mm],y[mm],z[mm],Ux[mm],Uy[mm],Uz[mm],Fx[N],Fy[N],Fz[N]
333,-6.783800,-13.038700,-1.262440,0.000000,0.000000,0.000000,2.497390,7.122289,9.245334
334,5.434700,-1.611470,-2.790120,-12.769065,-5.437903,-20.062802,0.000000,0.000000,-0.000000
335,5.819190,-2.417130,-0.821178,-12.531838,-4.478736,-19.695210,0.000000,0.000000,0.000000
336,-4.011910,-3.290820,-4.458700,-13.632066,-2.303287,-15.489697,-0.000000,0.000000,-0.000000
337,6.700180,-4.708390,-1.353800,-13.919106,-5.259826,-18.605478,0.000000,0.000000,0.000000
338,6.479790,-4.353900,-0.179093,-13.335038,-4.439831,-18.746354,-0.000000,-0.000000,-0.000000
339,-3.009170,8.671580,0.962709,-6.415526,1.039866,-22.931608,0.000000,0.000000,-0.000000
340,-2.695250,9.872590,0.152806,-5.703338,0.469685,-23.462983,0.000000,0.000000,0.000000
341,-4.408260,8.639330,-2.390150,-6.878232,0.496952,-22.723276,0.000000,0.000000,-0.000000
342,-6.479970,-13.170500,0.094092,0.000000,0.000000,0.000000,1.715515,-2.852076,-7.220533
343,6.471220,-3.324770,-1.983970,-13.389249,-5.510857,-19.363707,0.000000,-0.000000,-0.000000
344,0.417959,-3.065680,-1.224650,-13.010437,-1.738773,-17.507190,-0.000000,0.000000,0.000000
345,-0.502344,-3.245140,-1.866940,-13.131380,-1.447115,-16.908618,0.000000,0.000000,0.000000
346,1.378280,11.167400,-0.877718,-4.884963,-2.736018,-24.422470,0.000000,0.000000,0.000000
347,0.349163,11.358500,-2.815320,-5.071500,-2.790009,-24.417391,-0.000000,-0.000000,0.000000
348,-5.344270,-11.654800,-2.594410,-1.786876,-0.524885,-1.466338,-0.000000,-0.000000,0.000000
349,-4.694320,-8.123990,-0.503239,-9.933398,1.958889,-8.321575,0.000000,0.000000,-0.000000
350,-5.600200,-4.482720,-3.319040,-13.025806,-1.959368,-13.656663,-0.000000,-0.000000,-0.000000
351,-4.863540,3.691600,-1.770020,-9.965195,0.950608,-20.482726,0.000000,0.000000,0.000000
352,-6.216180,4.157100,-1.872500,-9.691150,1.781120,-20.528863,-0.000000,0.000000,-0.000000
353,6.210690,-8.462950,-3.705400,-16.715408,-6.395201,-16.209292,0.000000,0.000000,-0.000000
354,6.751490,-8.584520,-2.910800,-16.516754,-6.213709,-16.316155,0.000000,-0.000000,-0.000000
355,3.058390,1.721640,-3.326630,-11.362347,-4.518292,-21.248680,-0.000000,0.000000,0.000000
356,4.686630,3.903700,-1.584530,-9.720359,-4.858846,-22.527134,0.000000,0.000000,0.000000
357,3.868100,-12.885000,-4.411480,-19.328875,-5.554745,-12.800910,0.000000,0.000000,0.000000
358,3.724670,-12.939200,-3.186660,-18.950781,-4.749143,-12.720992,0.000000,-0.000000,-0.000000
359,7.834950,-12.351100,-2.139800,-18.286308,-6.337823,-14.436985,0.000000,0.000000,0.000000
360,6.116100,-10.459200,-1.345580,-17.004520,-4.940739,-14.990747,0.000000,0.000000,0.000000
361,7.133950,-12.012600,-0.654022,-17.610427,-5.077057,-14.405295,0.000000,-0.000000,0.000000
362,-0.265641,4.903170,-6.716640,-9.951024,-4.059523,-21.649965,0.000000,-0.000000,0.000000
363,1.394810,3.868830,-6.304620,-10.613836,-4.894061,-21.459809,0.000000,0.000000,0.000000
364,1.630670,10.533900,-3.282610,-5.656169,-3.833673,-24.184191,0.000000,-0.000000,-0.000000
365,0.223306,10.694200,2.233380,-4.795402,-0.674929,-24.127865,0.000000,0.000000,-0.000000
366,-3.185640,11.448600,4.447920,-4.022536,2.669208,-24.062439,0.000000,-0.000000,0.000000
367,-2.382720,9.356020,4.039020,-5.545376,1.932129,-23.270410,0.000000,-0.000000,-0.000000
368,6.403810,-13.289800,-1.647370,-18.627717,-5.274812,-13.403069,0.000000,0.000000,0.000000
369,-3.436340,-13.173100,-3.319550,-0.263856,1.135128,-0.288945,-0.000000,-0.000000,-0.000000
370,-3.496340,6.225620,1.603830,-7.991240,1.665890,-21.820890,0.000000,-0.000000,-0.000000
371,3.472690,6.116020,1.960280,-8.350290,-3.489879,-22.627846,-0.000000,-0.000000,-0.000000
372,-2.939580,10.551400,3.703810,-4.745950,2.179165,-23.710763,-0.000000,0.000000,-0.000000
373,0.981432,6.126920,4.288130,-7.795862,-0.347104,-22.298507,0.000000,-0.000000,-0.000000
374,2.465770,11.826200,4.756700,-3.675418,-1.255165,-24.884295,-0.000000,-0.000000,0.000000
375,2.601060,9.929500,-1.045820,-5.741876,-3.666199,-24.011831,-0.000000,-0.000000,-0.000000
376,6.889400,4.290050,0.901728,-9.786565,-7.814259,-22.930774,0.000000,-0.000000,-0.000000
377,3.906460,4.974200,-4.492920,-9.433984,-5.599779,-22.475232,0.000000,0.000000,-0.000000
378,-2.377620,4.827790,2.008670,-8.901424,1.116514,-21.333012,0.000000,0.000000,0.000000
379,0.899046,6.402930,5.263870,-7.494182,0.116187,-22.407912,-0.000000,0.000000,0.000000
380,2.715640,0.491815,-0.735263,-11.474055,-3.022530,-20.362777,0.000000,0.000000,0.000000
381,-10.332400,8.449490,3.344380,-6.373514,6.789787,-21.972373,-0.000000,-0.000000,-0.000000
382,0.592609,6.225730,6.399190,-7.489964,0.804738,-22.297393,0.000000,0.000000,0.000000
383,-3.396540,11.336900,4.019180,-4.154632,2.635006,-23.988492,-0.000000,0.000000,-0.000000
384,1.149960,6.677340,4.564610,-7.380498,-0.356384,-22.555849,-0.000000,0.000000,0.000000
385,-6.145500,-12.425100,-1.853050,-1.175959,-0.417633,-0.829931,-0.000000,0.000000,-0.000000
386,1.529200,5.304020,2.155660,-8.657916,-1.648198,-22.054464,-0.000000,-0.000000,-0.000000
387,8.028200,6.733480,5.557880,-14.900689,-17.259585,-19.843118,0.000000,0.000000,0.000000
388,7.687180,6.847250,4.898120,-13.469609,-15.200878,-19.788822,0.000000,-0.000000,0.000000
389,7.274120,6.645300,4.410800,-12.481696,-13.629371,-20.812275,-0.000000,-0.000000,-0.000000
390,3.096920,9.322120,-0.111069,-6.017551,-3.658115,-23.815586,-0.000000,-0.000000,0.000000
391,3.387310,9.092010,0.526045,-6.111734,-3.698991,-23.737679,0.000000,-0.000000,0.000000
392,4.949900,-4.123940,-3.667720,-14.364232,-5.689824,-18.387788,-0.000000,-0.000000,-0.000000
393,-5.723210,-3.819770,-2.863020,-13.007072,-1.325351,-14.429115,0.000000,0.000000,-0.000000
394,6.018380,-8.883330,-0.664641,-15.930482,-4.482665,-15.894299,-0.000000,0.000000,0.000000
395,-1.289290,5.809950,4.540060,-8.000319,1.381583,-21.905145,-0.000000,0.000000,0.000000
396,2.509330,-4.352090,-3.580180,-14.427726,-4.276296,-17.440924,0.000000,-0.000000,-0.000000
397,-2.024700,5.571180,2.136970,-8.403877,0.939065,-21.703368,0.000000,0.000000,0.000000
398,1.443750,6.321310,2.828840,-7.824342,-1.296950,-22.441219,0.000000,-0.000000,0.000000
399,1.896340,5.852930,2.357930,-8.255084,-1.842448,-22.282574,-0.000000,0.000000,0.000000
400,-1.370820,5.836210,3.051590,-8.126494,0.842110,-21.913029,0.000000,0.000000,0.000000
401,6.735890,-13.232300,-0.658037,-18.267995,-4.865220,-13.547641,0.000000,0.000000,-0.000000
402,-2.019240,5.328940,1.878940,-8.588573,0.821586,-21.603306,-0.000000,-0.000000,-0.000000
403,-3.012370,6.215860,1.749760,-7.994739,1.410584,-21.866746,0.000000,0.000000,-0.000000
404,2.282280,11.329300,3.635100,-4.160042,-1.603053,-24.650808,0.000000,0.000000,-0.000000
405,-1.372420,-3.719130,-3.228740,-13.524438,-1.898982,-16.352960,0.000000,0.000000,0.000000
406,-0.945683,-3.629430,-2.612860,-13.385314,-1.617502,-16.513347,-0.000000,0.000000,-0.000000
407,-3.752110,6.335010,1.785060,-7.896218,1.909353,-21.831419,-0.000000,-0.000000,0.000000
408,-1.207420,6.004410,3.623690,-7.963750,0.957786,-21.989463,-0.000000,-0.000000,0.000000
409,-5.489030,-10.942100,-3.130910,-4.012239,-1.919453,-3.591700,-0.000000,0.000000,-0.000000
410,-0.551860,4.186970,-6.371950,-10.375018,-3.777544,-21.317455,0.000000,-0.000000,0.000000
411,6.718050,-9.822480,-2.006960,-16.882055,-5.657545,-15.568541,-0.000000,-0.000000,-0.000000
412,6.478480,-9.323880,-1.240790,-16.359187,-5.072797,-15.785398,0.000000,0.000000,-0.000000
413,-10.844700,8.703430,6.022710,-5.893068,8.316900,-22.025489,-0.000000,0.000000,0.000000
414,-5.129810,-10.565400,-4.238680,-4.607043,-3.069511,-4.595826,-0.000000,0.000000,-0.000000
415,-3.331950,11.589800,3.825800,-4.001003,2.507115,-24.104415,0.000000,-0.000000,-0.000000
416,-5.805640,-12.270500,-1.502220,-1.119449,0.086390,-0.794042,0.000000,-0.000000,0.000000
417,1.277090,7.014540,4.563310,-7.132719,-0.455306,-22.715373,0.000000,-0.000000,-0.000000
418,2.476390,3.836090,2.153500,-9.594412,-2.388521,-21.492890,-0.000000,0.000000,0.000000
419,3.883030,-9.412930,-1.188850,-16.389145,-3.645885,-14.870878,-0.000000,-0.000000,-0.000000
420,4.201050,-9.396570,-0.907960,-16.287044,-3.649815,-14.986009,0.000000,0.000000,-0.000000
421,-3.958360,-7.109750,-0.765864,-11.162728,2.143844,-9.941737,-0.000000,-0.000000,0.000000
422,0.540905,6.011240,6.261950,-7.658811,0.786087,-22.203419,-0.000000,-0.000000,-0.000000
423,-3.282540,-4.538910,-3.873300,-13.483963,-1.814765,-14.613212,-0.000000,-0.000000,-0.000000
424,-3.880750,-4.735350,-3.885520,-13.383156,-1.957646,-13.884365,0.000000,-0.000000,0.000000
425,-4.534600,-4.627210,-3.847740,-13.314943,-2.214191,-13.757658,-0.000000,-0.000000,0.000000
426,-6.154240,3.864290,-1.169100,-9.789670,2.080695,-20.409991,0.000000,-0.000000,0.000000
427,-4.499680,-9.633830,-1.471220,-7.075370,1.273431,-5.933301,0.000000,-0.000000,0.000000
428,-2.844100,6.013720,1.853900,-8.124881,1.347903,-21.794562,0.000000,0.000000,-0.000000
429,-0.333553,10.149300,3.965280,-4.984718,0.442025,-23.846772,-0.000000,0.000000,-0.000000
430,0.019751,6.790870,7.090730,-7.006201,1.502600,-22.466012,-0.000000,-0.000000,0.000000
431,9.066850,7.302410,7.475640,-19.544278,-23.116407,-17.056628,-0.000000,-0.000000,0.000000
432,-3.688130,-0.675929,-3.328570,-12.772757,-1.022024,-17.972625,-0.000000,-0.000000,-0.000000
433,-10.426700,8.866260,3.517460,-6.089509,6.926991,-22.148544,0.000000,0.000000,0.000000
434,-4.453360,3.216930,-1.777740,-10.263471,0.660794,-20.330517,-0.000000,-0.000000,-0.000000
435,-2.786440,5.694620,1.855760,-8.336833,1.312012,-21.662589,-0.000000,-0.000000,-0.000000
436,-1.753900,-3.437460,-4.017610,-13.727251,-2.241959,-16.470802,0.000000,0.000000,-0.000000
437,-4.253980,-6.380780,-0.454069,-11.695428,2.349386,-11.116841,0.000000,-0.000000,-0.000000
438,-0.201493,-3.011280,-0.832746,-12.819615,-0.902484,-17.157872,-0.000000,0.000000,0.000000
439,9.784780,6.147530,7.143430,-18.163992,-21.973574,-18.119451,0.000000,0.000000,-0.000000
440,9.392290,6.109330,7.322000,-18.816119,-22.448618,-19.099720,-0.000000,-0.000000,0.000000
441,-2.814760,-12.162200,-3.952420,-1.635251,0.917997,-1.745701,0.000000,-0.000000,-0.000000
442,5.468680,-2.827700,-3.398060,-13.595090,-5.807440,-19.342658,-0.000000,-0.000000,0.000000
443,8.728820,8.396940,7.851040,-22.853071,-25.231056,-15.664824,0.000000,0.000000,0.000000
444,-1.632460,-3.952560,-4.022320,-13.935822,-2.325433,-16.133265,0.000000,0.000000,0.000000
445,-7.820140,4.751390,2.702980,-8.779014,4.912957,-20.616060,0.000000,-0.000000,-0.000000
446,9.118660,6.404550,7.341150,-18.794981,-22.592229,-19.001760,-0.000000,0.000000,-0.000000
447,-0.492784,-4.125800,-5.277790,-14.718905,-3.574868,-16.738285,0.000000,0.000000,-0.000000
448,-4.391210,-13.330000,-2.673280,0.409006,0.869156,0.530020,-0.000000,-0.000000,0.000000
449,-5.000200,-13.361100,-3.285190,0.273076,-0.045155,0.323810,0.000000,0.000000,-0.000000
450,-4.380860,-8.838070,-4.732600,-7.679968,-3.027591,-7.315774,0.000000,-0.000000,0.000000
451,2.570630,-5.305970,-2.003400,-14.432146,-3.401962,-16.862260,-0.000000,-0.000000,-0.000000
452,-6.707450,6.128220,-1.769410,-8.449726,2.172352,-21.354663,-0.000000,0.000000,-0.000000
453,0.981418,6.650930,6.162560,-7.214879,0.427485,-22.519630,-0.000000,-0.000000,-0.000000
454,10.308400,7.341000,6.238310,-16.117966,-19.528886,-14.406634,0.000000,-0.000000,-0.000000
455,4.688580,-4.958200,-3.571920,-14.777465,-5.492343,-17.802377,0.000000,0.000000,0.000000
456,8.360590,5.592080,5.230720,-14.204706,-16.361267,-21.977875,-0.000000,0.000000,-0.000000
457,-1.184670,7.973070,5.685490,-6.324968,1.782749,-22.819652,0.000000,-0.000000,0.000000
458,-0.239229,7.819040,6.104970,-6.386655,1.279088,-22.864897,-0.000000,0.000000,-0.000000
459,-0.288581,-4.108260,-7.817280,-15.431649,-5.148086,-16.819577,-0.000000,-0.000000,-0.000000
460,-10.461000,7.640320,5.764690,-6.594176,7.958767,-21.593302,0.000000,-0.000000,0.000000
461,-10.764300,7.302250,5.122600,-6.884110,7.861419,-21.404988,-0.000000,-0.000000,-0.000000
462,9.629000,9.150260,6.280240,-18.146716,-20.244728,-11.492022,-0.000000,0.000000,-0.000000
463,9.094080,4.995850,3.561230,-11.420285,-12.755247,-21.578686,-0.000000,-0.000000,0.000000
464,-9.999380,10.362400,4.799290,-4.992527,7.233560,-22.872140,0.000000,-0.000000,-0.000000
465,2.352100,11.137100,4.567460,-4.194900,-1.254328,-24.576720,0.000000,0.000000,-0.000000
466,-0.394253,-4.506910,-7.729110,-15.597378,-5.045418,-16.557718,0.000000,0.000000,0.000000
467,0.558307,-4.989590,-7.653790,-15.808922,-5.458386,-16.550482,0.000000,-0.000000,-0.000000
468,0.118833,-5.112260,-7.471390,-15.815322,-5.140871,-16.353469,-0.000000,0.000000,0.000000
469,2.311630,0.483177,-4.835680,-12.384792,-4.870324,-20.319030,0.000000,-0.000000,0.000000
470,0.435828,5.353580,4.456390,-8.327760,0.116075,-21.914742,-0.000000,0.000000,0.000000
471,-0.995494,-3.376140,-5.298650,-14.357376,-3.297308,-17.048008,-0.000000,-0.000000,0.000000
472,1.557770,7.185320,4.677390,-6.999254,-0.613166,-22.813078,-0.000000,0.000000,-0.000000
473,-3.814750,2.328030,-2.243700,-10.835192,-0.000376,-19.953644,-0.000000,0.000000,0.000000
474,8.530180,8.464420,3.826550,-10.895808,-13.356140,-16.047764,0.000000,0.000000,0.000000
475,1.698820,10.781900,5.014180,-4.399384,-0.588959,-24.348056,-0.000000,0.000000,0.000000
476,-0.217732,-4.814570,-7.531820,-15.688268,-5.014224,-16.429969,0.000000,0.000000,0.000000
477,1.452170,7.963660,4.680560,-6.450064,-0.549017,-23.130023,-0.000000,0.000000,0.000000
478,-0.889822,-2.977490,-5.386820,-14.197664,-3.402001,-17.316215,0.000000,0.000000,-0.000000
479,8.718190,5.130840,4.965040,-13.475976,-15.771611,-22.265259,-0.000000,0.000000,0.000000
480,-4.754110,-10.296400,-1.881490,-5.511300,0.637075,-4.668889,-0.000000,0.000000,-0.000000
481,-2.219970,7.263510,4.122070,-7.011976,1.869348,-22.399605,0.000000,-0.000000,0.000000
482,-0.169636,9.703550,4.580140,-5.229072,0.589650,-23.665973,-0.000000,0.000000,0.000000
483,-8.766100,9.624450,4.289510,-5.518698,6.226252,-22.687244,0.000000,0.000000,-0.000000
484,-5.586050,-5.989730,-2.089460,-12.193198,-0.832304,-11.770538,0.000000,-0.000000,0.000000
485,-1.804830,-2.335270,-4.717270,-13.714585,-2.612761,-17.471690,0.000000,0.000000,-0.000000
486,-9.216360,5.921550,4.134970,-7.871588,6.441460,-20.967817,-0.000000,-0.000000,0.000000
487,-8.326430,7.136410,3.383200,-7.195733,5.540166,-21.620489,0.000000,0.000000,0.000000
488,-8.986860,9.965630,4.073220,-5.329326,6.268242,-22.814345,-0.000000,-0.000000,0.000000
489,-2.476040,3.010370,-5.165600,-10.893352,-2.139570,-20.398359,0.000000,0.000000,0.000000
490,-2.870840,-5.500960,-3.118990,-13.110685,-1.072319,-13.379974,0.000000,-0.000000,0.000000
491,-3.093820,-5.207360,-3.433200,-13.208335,-1.489211,-13.839150,-0.000000,0.000000,0.000000
492,-3.591190,11.172800,3.878080,-4.287449,2.711490,-23.894194,0.000000,-0.000000,0.000000
493,-2.011610,10.854800,3.284110,-4.584529,1.347709,-23.956449,-0.000000,0.000000,-0.000000
494,-2.492970,11.109000,3.110640,-4.428163,1.612016,-24.004374,-0.000000,-0.000000,-0.000000
495,1.224950,11.530900,3.924270,-3.982915,-0.713131,-24.615583,-0.000000,-0.000000,0.000000
496,-2.527510,1.331490,-0.213264,-11.168338,0.238184,-19.591015,0.000000,0.000000,-0.000000
497,-9.622310,9.873750,3.410260,-5.466524,6.371089,-22.697268,-0.000000,-0.000000,0.000000
498,-7.646310,5.108220,2.824400,-8.540996,4.860550,-20.792543,-0.000000,-0.000000,0.000000
499,6.541990,7.173690,3.550560,-10.686800,-11.056412,-20.848154,-0.000000,-0.000000,-0.000000
500,2.395000,8.480640,3.080280,-6.226866,-1.944527,-23.438177,0.000000,-0.000000,-0.000000
501,3.363820,-1.929850,-4.196020,-13.370724,-5.109377,-19.199141,0.000000,-0.000000,0.000000
502,6.402080,-10.117000,-3.395310,-17.501784,-6.313683,-15.289168,0.000000,-0.000000,0.000000
503,5.704620,-10.796900,-3.947860,-18.051276,-6.267063,-14.653515,-0.000000,-0.000000,-0.000000
504,1.064140,4.644380,2.408940,-9.008965,-1.133186,-21.658769,0.000000,0.000000,0.000000
