index,x[mm],y[mm],z[mm],Ux[mm],Uy[mm],Uz[mm],Fx[N],Fy[N],Fz[N]
69,-1.874980,8.755070,4.592910,-5.899325,1.817541,-23.071553,-0.000000,0.000000,0.000000
70,-4.244940,2.958320,-3.271340,-10.605995,-0.229477,-20.195737,0.000000,0.000000,0.000000
71,-3.540550,2.563340,-3.744080,-10.968858,-0.942283,-20.071792,0.000000,-0.000000,0.000000
72,8.977610,8.926770,5.351310,-14.746229,-17.094898,-14.027995,0.000000,-0.000000,-0.000000
73,1.053020,6.909830,5.437730,-7.113268,0.074164,-22.636206,-0.000000,-0.000000,-0.000000
74,-2.167910,0.560309,-5.298010,-12.486747,-2.657993,-19.031838,-0.000000,0.000000,-0.000000
75,-0.810262,1.059260,-5.619220,-12.290784,-3.475513,-19.660134,-0.000000,0.000000,-0.000000
76,-10.941900,7.606710,4.145460,-6.808922,7.534292,-21.520672,0.000000,-0.000000,0.000000
77,-10.994800,8.687980,4.318600,-6.106337,7.645569,-22.000526,0.000000,-0.000000,-0.000000
78,-3.034280,0.533336,-1.179610,-11.739991,0.051238,-19.043559,-0.000000,0.000000,-0.000000
79,-3.384560,1.697740,-1.216070,-11.041249,0.268623,-19.694549,-0.000000,-0.000000,-0.000000
80,-3.242840,11.899800,4.995300,-3.636484,2.942885,-24.247829,0.000000,0.000000,0.000000
81,10.007400,8.322960,5.416970,-14.902828,-17.420104,-12.829589,-0.000000,0.000000,0.000000
82,4.719440,6.348050,-3.898990,-8.399385,-5.911732,-22.813459,0.000000,0.000000,0.000000
83,6.840240,-5.934780,0.511739,-13.958805,-4.221410,-17.921354,0.000000,0.000000,-0.000000
84,1.722350,9.361200,3.958730,-5.539442,-1.056464,-23.746892,-0.000000,0.000000,0.000000
85,2.062520,7.460800,3.917050,-6.882030,-1.311234,-22.987924,0.000000,0.000000,0.000000
86,-10.320900,9.972820,3.961480,-5.338391,7.059761,-22.658587,-0.000000,0.000000,0.000000
87,-1.320420,9.540020,4.468300,-5.360892,1.372086,-23.473295,0.000000,0.000000,-0.000000
88,-9.535330,8.337430,4.954790,-6.251385,7.010721,-22.017259,-0.000000,-0.000000,0.000000
89,-8.556880,8.443000,3.572200,-6.349310,5.771821,-22.180830,0.000000,0.000000,0.000000
90,-2.224560,10.502400,4.639580,-4.664845,2.074249,-23.778910,-0.000000,-0.000000,0.000000
91,6.508050,5.761180,3.668510,-11.775673,-11.099321,-23.251868,-0.000000,0.000000,-0.000000
92,6.969310,-6.804170,-1.518220,-15.097054,-5.503257,-17.447848,0.000000,-0.000000,0.000000
93,-3.007990,-11.213400,-4.657580,-3.008704,-0.284394,-3.152581,0.000000,0.000000,-0.000000
94,-9.135270,6.574380,4.553070,-7.410187,6.578269,-21.271581,0.000000,-0.000000,0.000000
95,8.134410,4.570470,3.837920,-11.810119,-13.082935,-23.426276,-0.000000,-0.000000,-0.000000
96,7.419200,5.492950,4.369300,-12.683552,-13.590640,-23.037516,0.000000,-0.000000,0.000000
97,6.818830,4.746530,2.749810,-11.001632,-9.342128,-23.169312,-0.000000,-0.000000,-0.000000
98,-10.157300,6.568980,4.597780,-7.408820,7.242812,-21.147361,0.000000,0.000000,-0.000000
99,-9.243100,4.663540,2.825660,-8.819874,5.869375,-20.397795,0.000000,0.000000,-0.000000
100,-8.275430,5.274130,3.672170,-8.333515,5.635106,-20.792032,-0.000000,0.000000,-0.000000
101,0.060766,-2.812450,-2.866560,-13.323003,-2.464555,-17.631219,-0.000000,0.000000,0.000000
102,-4.640000,3.448510,-0.440269,-9.948068,1.451579,-20.433559,-0.000000,0.000000,0.000000
103,4.084650,3.488690,-3.435620,-10.253927,-5.308973,-22.237586,0.000000,-0.000000,0.000000
104,0.981147,9.867090,4.691970,-5.095375,-0.204551,-23.871033,0.000000,0.000000,-0.000000
105,0.015912,8.447020,5.431870,-6.018355,0.813518,-23.164118,0.000000,-0.000000,0.000000
106,-3.317220,-6.617230,-2.743370,-11.369967,-0.031403,-11.050157,0.000000,-0.000000,-0.000000
107,-3.831240,12.084200,4.319180,-3.591530,3.068835,-24.252465,0.000000,-0.000000,-0.000000
108,-3.351150,10.261300,3.436980,-4.983265,2.354672,-23.535541,-0.000000,0.000000,0.000000
109,-9.329850,10.720600,4.024990,-4.858869,6.462878,-23.112918,0.000000,0.000000,-0.000000
110,-4.432510,-11.666900,-4.812610,-2.131311,-2.550913,-2.788659,-0.000000,-0.000000,0.000000
111,2.192410,12.360600,4.213390,-3.349590,-1.290076,-25.082028,-0.000000,0.000000,-0.000000
112,-2.628210,-13.084400,-4.808840,-0.065590,0.246946,-0.655731,0.000000,-0.000000,0.000000
113,-3.244700,-13.152100,-5.660800,0.202689,-1.779645,-0.808612,-0.000000,-0.000000,-0.000000
114,5.542520,-5.700550,-2.897770,-14.958792,-5.556677,-17.631544,-0.000000,-0.000000,-0.000000
115,-2.154920,11.569100,4.188760,-3.970139,1.833167,-24.242751,0.000000,0.000000,0.000000
116,-1.447700,10.388400,3.349440,-4.905076,0.979646,-23.824960,-0.000000,0.000000,-0.000000
117,-7.157410,6.617450,0.891222,-7.819182,3.686572,-21.526043,-0.000000,0.000000,0.000000
118,-5.549470,6.222640,1.020830,-8.056748,2.732813,-21.539078,-0.000000,-0.000000,0.000000
119,10.246200,7.873800,3.248260,-10.013270,-12.363890,-14.042547,0.000000,0.000000,-0.000000
120,-9.914770,9.026910,2.795530,-6.074418,6.278885,-22.281728,-0.000000,0.000000,-0.000000
121,-1.868300,10.140600,2.379460,-5.203096,0.863390,-23.671463,0.000000,-0.000000,0.000000
122,1.593460,7.162380,3.328660,-7.162118,-1.198169,-22.824708,-0.000000,-0.000000,-0.000000
123,-1.811310,6.744670,3.244410,-7.481927,1.219289,-22.232438,-0.000000,0.000000,-0.000000
124,-8.998410,9.125360,3.139620,-5.970659,5.855962,-22.434896,0.000000,0.000000,0.000000
125,1.710510,9.615170,2.368990,-5.530348,-1.732839,-23.847266,0.000000,0.000000,-0.000000
126,2.287710,10.577400,3.798530,-4.685617,-1.537543,-24.329502,-0.000000,-0.000000,0.000000
127,6.208990,-3.906540,-2.996320,-14.036498,-5.973181,-18.925992,0.000000,0.000000,-0.000000
128,6.486470,7.377520,2.245580,-8.246496,-7.819802,-21.495437,0.000000,0.000000,0.000000
129,5.978570,6.362090,2.642070,-9.409444,-7.584152,-22.844834,0.000000,-0.000000,0.000000
130,7.105410,7.985290,4.459050,-12.241526,-13.896945,-18.636171,-0.000000,-0.000000,-0.000000
131,-0.725708,5.360680,2.616520,-8.506913,0.239648,-21.788819,0.000000,0.000000,0.000000
132,-8.095970,5.829820,3.194200,-8.040994,5.309019,-21.060176,0.000000,-0.000000,0.000000
133,9.731800,5.301560,4.838030,-13.211988,-15.609376,-20.061300,0.000000,0.000000,0.000000
134,8.547460,9.625190,7.254430,-23.273832,-25.164072,-14.184056,-13.178922,-20.184704,-10.833200
135,-1.083620,9.319890,-5.844440,-6.852585,-3.120008,-23.383095,0.000000,-0.000000,-0.000000
136,-2.429950,9.539860,-5.164000,-6.636530,-1.973672,-23.319005,-0.000000,0.000000,0.000000
137,-3.648480,-10.072800,-5.047120,-5.158526,-2.063534,-5.199378,-0.000000,-0.000000,0.000000
138,-3.868690,8.729400,-4.268800,-7.053692,-0.683493,-22.803803,-0.000000,0.000000,-0.000000
139,-3.493400,7.762370,-5.247750,-7.814582,-1.373153,-22.425585,0.000000,-0.000000,-0.000000
140,-4.641110,6.238100,-4.167740,-8.677221,-0.217656,-21.623103,-0.000000,-0.000000,-0.000000
141,-3.117650,12.077400,3.841830,-3.656021,2.363002,-24.339045,-0.000000,0.000000,0.000000
142,-4.900630,-9.585360,-4.866130,-6.334246,-3.802214,-6.205773,0.000000,-0.000000,0.000000
143,-2.662820,5.958500,-6.332690,-9.169704,-2.415685,-21.753559,-0.000000,0.000000,0.000000
144,1.999270,-2.110830,-4.592240,-13.611919,-4.581345,-18.629631,-0.000000,0.000000,-0.000000
145,3.834640,-4.215850,-4.246070,-14.584521,-5.416249,-17.979063,-0.000000,0.000000,0.000000
146,4.434650,-0.955111,-2.163890,-12.249050,-4.556709,-20.131241,0.000000,-0.000000,0.000000
147,4.728360,-1.748870,-3.799800,-13.152692,-5.635189,-19.764662,0.000000,0.000000,-0.000000
148,-2.567810,8.014400,3.336180,-6.578552,1.771382,-22.679269,-0.000000,-0.000000,-0.000000
149,-2.125270,6.427270,2.152500,-7.818353,0.997420,-22.062963,-0.000000,0.000000,-0.000000
150,-2.341080,9.522620,3.290770,-5.520998,1.583235,-23.348956,-0.000000,0.000000,-0.000000
151,2.318480,4.610820,2.645760,-9.109774,-2.059013,-21.779274,-0.000000,-0.000000,-0.000000
152,9.925200,6.483580,2.187170,-9.878338,-10.361603,-17.690423,0.000000,-0.000000,0.000000
153,9.796730,5.486960,2.822870,-10.351903,-11.625932,-19.745685,0.000000,0.000000,-0.000000
154,3.056310,5.860080,2.141050,-8.440385,-3.062860,-22.479656,0.000000,-0.000000,0.000000
155,1.179480,5.848510,2.491970,-8.195274,-1.219850,-22.224994,-0.000000,0.000000,0.000000
156,-0.190195,4.677940,2.172110,-8.987777,-0.268290,-21.570566,-0.000000,0.000000,-0.000000
157,2.420540,6.833640,2.119570,-7.538258,-2.322844,-22.768006,-0.000000,0.000000,-0.000000
158,3.067650,7.600090,2.201820,-6.948677,-2.826765,-23.152676,0.000000,-0.000000,0.000000
159,6.098890,-6.336080,-2.709010,-15.238208,-5.743614,-17.438232,0.000000,0.000000,-0.000000
160,-1.164020,3.535230,2.459410,-9.616400,0.594236,-20.890992,-0.000000,-0.000000,-0.000000
161,2.546900,7.269930,-5.974160,-8.214602,-5.449017,-22.994386,-0.000000,-0.000000,-0.000000
162,0.128314,7.366960,-6.690980,-8.283117,-4.244271,-22.744530,0.000000,0.000000,0.000000
163,-11.308600,6.916450,1.942800,-7.504505,6.772182,-21.167425,-0.000000,-0.000000,0.000000
164,-10.980100,6.552180,3.571430,-7.541776,7.299882,-21.041570,-0.000000,-0.000000,0.000000
165,-5.053820,-5.954720,-3.240840,-12.496732,-1.935737,-11.887949,-0.000000,-0.000000,0.000000
166,-3.822230,3.280050,-4.655320,-10.636662,-1.124833,-20.364946,0.000000,0.000000,0.000000
167,-4.788580,4.826600,-2.962420,-9.420196,0.378822,-20.992376,-0.000000,-0.000000,0.000000
168,-4.555120,-6.839200,-3.639630,-11.172359,-2.108641,-10.544813,0.000000,-0.000000,-0.000000
169,1.046210,2.673250,2.573520,-10.142251,-0.972247,-20.727037,0.000000,-0.000000,0.000000
170,0.431923,2.273790,1.629250,-10.404506,-0.725110,-20.585501,-0.000000,0.000000,-0.000000
171,-5.632390,-2.047950,-2.803560,-13.021826,-1.016298,-16.445065,-0.000000,-0.000000,-0.000000
172,-5.017700,-2.556070,-3.804880,-13.353452,-1.720035,-16.051700,-0.000000,0.000000,-0.000000
173,1.330360,10.748900,2.807930,-4.673915,-1.265455,-24.290936,-0.000000,0.000000,0.000000
174,-0.734244,2.057050,1.862470,-10.493860,0.175528,-20.182994,0.000000,0.000000,-0.000000
175,-2.631680,2.939080,2.183120,-10.040258,1.423673,-20.376003,0.000000,-0.000000,0.000000
176,-1.658660,3.524320,-6.122040,-10.745741,-3.027949,-20.838672,0.000000,-0.000000,0.000000
177,2.763390,-0.906225,-4.393820,-12.949043,-4.910058,-19.630909,-0.000000,0.000000,-0.000000
178,-10.324000,8.057130,1.047890,-6.891607,5.748063,-21.798441,-0.000000,0.000000,-0.000000
179,9.342590,7.551120,2.037710,-9.233660,-9.991140,-16.342244,0.000000,0.000000,-0.000000
180,8.082750,8.002070,2.301800,-8.977847,-9.875399,-17.953443,0.000000,-0.000000,0.000000
181,-3.216370,4.522660,2.151420,-9.060860,1.747331,-21.050247,-0.000000,-0.000000,0.000000
182,2.612680,10.070700,-3.423410,-5.971999,-4.535882,-24.092292,-0.000000,0.000000,-0.000000
183,1.044230,9.329500,-5.754060,-6.810969,-4.439071,-23.656051,-0.000000,-0.000000,0.000000
184,0.687435,10.577800,-4.707290,-5.837324,-3.790258,-24.113619,-0.000000,-0.000000,0.000000
185,2.388530,10.498700,-2.137910,-5.495299,-3.919158,-24.219060,0.000000,-0.000000,-0.000000
186,-3.264190,5.772040,1.679390,-8.287103,1.547633,-21.647152,0.000000,0.000000,0.000000
187,0.404639,-4.215880,-7.795040,-15.475589,-5.466503,-16.956924,-0.000000,-0.000000,0.000000
188,-1.172750,-2.616510,-4.470900,-13.771480,-2.692467,-17.450549,0.000000,-0.000000,-0.000000
189,-2.424450,-4.384690,-3.494600,-13.672982,-1.511059,-15.171689,0.000000,0.000000,0.000000
190,-3.425950,-9.382030,-1.342920,-7.313989,2.641889,-6.146325,-0.000000,0.000000,-0.000000
191,-3.314720,-7.384600,-1.265350,-10.513281,2.148344,-9.450770,0.000000,-0.000000,-0.000000
192,2.727270,2.775210,1.843590,-10.130631,-2.586590,-21.048606,0.000000,-0.000000,0.000000
193,-2.306220,7.460430,1.947110,-7.114465,1.018355,-22.500974,0.000000,-0.000000,-0.000000
194,-2.922420,8.067870,2.617760,-6.621415,1.703894,-22.675402,-0.000000,0.000000,0.000000
195,3.376220,0.106369,-1.521690,-11.704757,-3.714637,-20.413802,-0.000000,-0.000000,-0.000000
196,2.937000,1.086460,-1.298290,-11.281321,-3.497959,-20.795980,-0.000000,0.000000,-0.000000
197,-3.993730,-13.338500,-4.519250,0.246642,-1.210897,-0.446228,-0.000000,-0.000000,0.000000
198,4.541910,6.523550,1.468450,-8.149170,-4.899464,-22.867953,0.000000,0.000000,-0.000000
199,-1.772670,-4.300730,-2.404390,-13.244209,-0.737934,-15.324780,-0.000000,-0.000000,-0.000000
200,-0.656239,10.650700,1.776900,-4.901618,-0.227918,-24.030508,0.000000,0.000000,-0.000000
201,6.593470,-11.771100,-3.085210,-18.288385,-6.232170,-14.369474,-0.000000,-0.000000,0.000000
202,-2.264170,-4.075080,-0.473019,-12.677352,0.964880,-14.817982,0.000000,-0.000000,0.000000
203,2.095730,10.223200,1.097010,-5.277578,-2.501564,-24.112969,0.000000,0.000000,0.000000
204,-0.179440,11.464900,1.043530,-4.440579,-0.873293,-24.419019,-0.000000,-0.000000,0.000000
205,0.724503,10.603700,1.726020,-4.928212,-1.246485,-24.145105,-0.000000,0.000000,0.000000
206,-7.364850,4.228650,1.733790,-9.217984,4.182548,-20.438276,0.000000,0.000000,0.000000
207,-8.831130,4.681060,1.347300,-8.980078,4.939696,-20.449152,-0.000000,-0.000000,0.000000
208,5.480970,-12.494900,-0.410994,-17.789154,-4.042939,-13.569083,0.000000,0.000000,-0.000000
209,5.177950,-11.580100,-1.256400,-17.577922,-4.382638,-14.012424,0.000000,-0.000000,0.000000
210,4.254540,-11.749800,-2.138250,-17.962410,-4.410762,-13.604636,0.000000,0.000000,-0.000000
211,3.083590,1.939830,-0.309146,-10.809927,-3.349718,-21.217175,0.000000,0.000000,-0.000000
212,-7.017200,4.942310,1.976630,-8.753707,4.086920,-20.795909,-0.000000,-0.000000,-0.000000
213,4.863600,7.799040,-0.126574,-7.025793,-5.082030,-23.113854,-0.000000,-0.000000,0.000000
214,7.228850,4.275100,1.869220,-10.725247,-9.096430,-22.986787,0.000000,0.000000,-0.000000
215,4.528810,4.805850,1.604000,-9.337003,-5.273052,-22.317393,-0.000000,0.000000,-0.000000
216,3.801000,4.913090,1.764490,-9.202619,-3.955225,-22.242978,0.000000,0.000000,-0.000000
217,-8.286220,6.988770,0.349120,-7.647604,4.150253,-21.559591,-0.000000,-0.000000,-0.000000
218,-8.319550,8.661830,2.040460,-6.394330,4.934365,-22.306630,0.000000,0.000000,-0.000000
219,0.392181,0.777759,1.369600,-10.934248,-0.602034,-19.725945,0.000000,-0.000000,0.000000
220,-10.464900,5.607500,1.199960,-8.418088,5.905408,-20.677500,0.000000,0.000000,0.000000
221,8.456370,4.690130,2.284440,-10.396744,-10.199573,-22.063926,0.000000,-0.000000,0.000000
222,7.847490,4.571500,1.113340,-9.702312,-8.746392,-22.685786,-0.000000,0.000000,-0.000000
223,8.021500,5.261230,0.557612,-8.883824,-8.430278,-21.782421,0.000000,0.000000,0.000000
224,-4.232750,-1.203760,-2.786040,-12.860768,-0.514192,-17.460196,0.000000,0.000000,-0.000000
225,0.848728,-0.860245,0.599460,-11.709017,-1.130619,-19.038772,0.000000,-0.000000,0.000000
226,1.637480,1.120920,0.548303,-11.003011,-1.877626,-20.304043,-0.000000,-0.000000,-0.000000
227,-7.616850,7.915110,2.632630,-6.794666,4.756771,-22.054473,0.000000,-0.000000,-0.000000
228,-9.871150,6.705700,0.244108,-7.837549,5.100286,-21.243040,0.000000,-0.000000,0.000000
229,-0.806982,-1.620340,-5.060560,-13.478340,-3.226163,-18.159469,-0.000000,-0.000000,0.000000
230,7.818130,6.474510,0.336757,-7.694785,-8.123725,-21.215849,-0.000000,0.000000,0.000000
231,7.650250,7.207800,1.244870,-7.887529,-8.455561,-20.581340,-0.000000,-0.000000,-0.000000
232,8.687560,6.233310,1.538620,-9.087166,-9.338936,-20.170401,-0.000000,-0.000000,-0.000000
233,4.948520,6.437360,-2.627720,-8.079201,-5.510401,-22.832154,-0.000000,-0.000000,0.000000
234,-7.615680,4.059830,-0.488697,-9.582977,3.336841,-20.312752,-0.000000,-0.000000,-0.000000
235,5.912230,-7.171350,0.075111,-14.766854,-3.985290,-16.875283,0.000000,-0.000000,-0.000000
236,-5.183880,-9.598770,-1.419670,-7.308556,0.474960,-6.110229,-0.000000,-0.000000,-0.000000
237,-5.778870,-9.402550,-2.211050,-7.432846,-1.353318,-6.502938,0.000000,0.000000,0.000000
238,-6.220170,-8.478820,-1.591630,-9.050599,-0.942040,-8.059456,-0.000000,-0.000000,-0.000000
239,0.076826,-2.794940,0.123994,-12.514317,-0.435771,-17.285826,0.000000,0.000000,-0.000000
240,-4.108840,3.550370,0.950914,-9.811560,1.817820,-20.501203,-0.000000,-0.000000,-0.000000
241,-4.108680,5.590300,1.427210,-8.425605,1.975859,-21.445316,0.000000,0.000000,-0.000000
242,-5.284370,4.696480,1.000390,-9.045094,2.550663,-20.898275,-0.000000,-0.000000,-0.000000
243,-8.059860,5.570080,-0.830039,-8.688268,3.471339,-20.943973,-0.000000,-0.000000,-0.000000
244,-7.082320,6.642900,-0.794624,-7.981706,2.866191,-21.540474,-0.000000,-0.000000,0.000000
245,-1.129840,2.740690,-5.675890,-11.204002,-3.177573,-20.550179,-0.000000,0.000000,-0.000000
246,-0.387304,4.298480,-6.139380,-10.281979,-3.767941,-21.399118,-0.000000,0.000000,-0.000000
247,0.793176,2.687280,-5.865550,-11.339433,-4.377559,-20.920003,0.000000,-0.000000,-0.000000
248,3.110740,5.353990,-5.804130,-9.463478,-5.647256,-22.378565,-0.000000,-0.000000,-0.000000
249,1.954890,5.677040,-6.464250,-9.395409,-5.266427,-22.316420,0.000000,0.000000,0.000000
250,3.055740,8.709010,0.853305,-6.349836,-3.285931,-23.574672,-0.000000,-0.000000,-0.000000
251,-6.312070,-4.043070,-1.020460,-12.771093,0.584142,-14.186168,0.000000,0.000000,0.000000
252,3.858820,-5.704680,-0.362357,-14.123363,-3.140089,-17.062471,-0.000000,0.000000,-0.000000
253,-6.006670,-13.383700,-2.051130,0.000000,0.000000,0.000000,-2.789274,-0.224117,-6.534600
254,5.470650,-3.624020,0.384222,-12.759419,-3.570926,-18.843398,-0.000000,0.000000,-0.000000
255,-0.823215,-0.616820,0.839696,-11.623399,0.265818,-18.626731,-0.000000,-0.000000,-0.000000
256,-1.670460,0.965236,0.789541,-11.167176,0.413271,-19.479055,-0.000000,-0.000000,0.000000
257,1.743490,-3.069020,-0.461466,-12.776187,-2.012147,-17.901763,-0.000000,0.000000,-0.000000
258,4.216610,8.534910,-2.608360,-6.867352,-5.241924,-23.559664,-0.000000,-0.000000,0.000000
259,-5.230020,7.377020,-1.145960,-7.545671,1.535102,-22.087707,0.000000,0.000000,0.000000
260,-4.335550,7.122560,1.148060,-7.448370,2.003500,-22.099932,-0.000000,-0.000000,-0.000000
261,5.504440,-5.162100,0.399911,-13.580226,-3.573410,-17.936911,-0.000000,0.000000,-0.000000
262,-6.450250,-5.122040,-1.892410,-12.353374,-0.750490,-12.779367,-0.000000,-0.000000,-0.000000
263,4.034950,8.477880,-1.242940,-6.697462,-4.661010,-23.489266,-0.000000,0.000000,-0.000000
264,-5.928430,-7.109910,-2.460800,-10.776111,-1.717054,-10.101135,-0.000000,0.000000,-0.000000
265,-6.118280,-6.024750,-0.938078,-12.067090,0.451710,-11.694456,-0.000000,-0.000000,0.000000
266,0.908855,-2.384320,-0.187574,-12.442178,-1.444307,-18.062501,-0.000000,0.000000,-0.000000
267,0.382773,-5.493350,-8.937240,-16.418621,-6.119900,-16.209333,-0.000000,0.000000,0.000000
268,6.980210,-13.107800,1.385150,-17.521988,-3.781649,-13.702913,-0.000000,-0.000000,0.000000
269,5.724930,-13.243000,-0.352952,-18.172387,-4.139713,-13.205278,-0.000000,0.000000,-0.000000
270,6.883620,-13.313400,-0.361057,-18.212923,-4.768094,-13.548509,0.000000,0.000000,-0.000000
271,6.679290,-12.605200,0.051570,-17.694757,-4.412760,-13.901771,-0.000000,0.000000,-0.000000
272,8.540110,-13.164200,0.818150,-17.740717,-4.958059,-14.187764,-0.000000,-0.000000,-0.000000
273,-6.116560,-6.911830,-0.243493,-11.081428,1.355651,-10.218522,0.000000,0.000000,-0.000000
274,-5.444790,-6.824200,0.188293,-11.138267,2.379697,-10.346459,-0.000000,0.000000,0.000000
275,3.705370,-4.242190,0.308670,-13.121034,-2.661104,-17.877022,0.000000,0.000000,-0.000000
276,0.257489,10.701100,3.635140,-4.619730,-0.125122,-24.141112,0.000000,-0.000000,0.000000
277,-5.668950,-5.357710,0.260414,-12.500659,2.245420,-12.594224,-0.000000,-0.000000,0.000000
278,-4.224720,-4.782910,0.513038,-12.647043,2.809235,-13.239324,-0.000000,0.000000,-0.000000
279,-3.935470,-5.865470,0.012473,-11.993385,2.676244,-11.648576,0.000000,-0.000000,0.000000
280,2.441230,-0.797288,-0.283538,-11.794464,-2.548336,-19.526588,0.000000,-0.000000,-0.000000
281,-3.042760,-7.966560,-4.011610,-9.134897,-0.549665,-8.951155,0.000000,0.000000,0.000000
282,-2.950250,-12.951000,-3.148290,-0.605723,2.011325,-0.521358,0.000000,-0.000000,0.000000
283,1.859880,1.872580,-5.277530,-11.791533,-4.793580,-20.944234,0.000000,0.000000,-0.000000
284,3.431770,-0.179068,-3.395740,-12.291847,-4.719521,-20.289408,0.000000,0.000000,0.000000
285,-2.802670,-3.050190,-4.373990,-13.758269,-2.159046,-16.412271,-0.000000,0.000000,-0.000000
286,-1.828100,-0.158454,0.154250,-11.702823,0.358491,-18.768293,0.000000,0.000000,0.000000
287,-9.077630,5.522200,0.570536,-8.546789,4.744764,-20.800420,-0.000000,0.000000,0.000000
288,-3.790290,-2.015690,-3.933200,-13.401415,-1.475930,-16.950793,-0.000000,-0.000000,-0.000000
289,-3.763190,-6.030030,-3.371800,-12.692161,-1.434941,-12.301723,0.000000,-0.000000,-0.000000
290,-3.124110,-5.960060,-1.063560,-11.894263,1.423043,-11.751978,-0.000000,-0.000000,-0.000000
291,2.611550,-2.328540,-0.096247,-12.252390,-2.333821,-18.658904,-0.000000,0.000000,0.000000
292,3.630370,-1.498810,-0.453794,-11.951871,-3.099297,-19.510416,-0.000000,-0.000000,-0.000000
293,4.711580,7.277660,0.619871,-7.310546,-5.095123,-23.099726,-0.000000,0.000000,-0.000000
294,-3.766560,-11.467600,-2.427850,-2.638204,1.741125,-2.239565,0.000000,-0.000000,0.000000
295,-4.324330,-10.994100,-2.343300,-3.666596,0.939103,-3.000777,0.000000,0.000000,0.000000
296,3.326380,8.703050,-4.335700,-6.970600,-5.312452,-23.637971,0.000000,-0.000000,0.000000
297,4.460820,-2.822790,-4.303150,-13.871359,-5.789055,-19.024762,-0.000000,0.000000,-0.000000
298,-3.607600,0.380215,-2.851930,-12.138963,-0.702550,-18.773991,-0.000000,0.000000,0.000000
299,-4.365310,-1.012600,-1.625470,-12.391475,0.216882,-17.505876,0.000000,0.000000,-0.000000
300,-4.426020,-2.983230,0.179390,-12.713728,2.194256,-15.526584,-0.000000,-0.000000,-0.000000
301,-2.896520,-2.771030,0.023173,-12.639149,1.400647,-16.226357,0.000000,0.000000,-0.000000
302,-2.698750,-0.402013,-4.400800,-12.794534,-1.961393,-18.361381,-0.000000,-0.000000,-0.000000
303,4.303860,-11.181300,-3.789810,-18.205678,-5.419419,-13.959242,0.000000,-0.000000,0.000000
304,3.703700,-8.284900,-0.730564,-15.628986,-3.276415,-15.482092,0.000000,0.000000,0.000000
305,4.947040,-9.187020,-0.543269,-16.052790,-3.834689,-15.358511,-0.000000,-0.000000,0.000000
306,6.817910,-8.260480,-1.142640,-15.754879,-5.197158,-16.529656,-0.000000,-0.000000,-0.000000
307,-1.952780,7.952720,-6.325940,-7.840509,-2.810849,-22.698249,0.000000,-0.000000,0.000000
308,0.314304,-2.697320,-5.686060,-14.170165,-4.216572,-17.809337,0.000000,-0.000000,-0.000000
309,0.334437,-3.320080,-4.683190,-14.184796,-3.661462,-17.442742,-0.000000,-0.000000,0.000000
310,0.733842,-4.485830,-6.370350,-15.203495,-4.804795,-16.888038,-0.000000,0.000000,0.000000
311,-1.353540,-1.803320,0.120951,-12.309810,0.433824,-17.600865,0.000000,-0.000000,0.000000
312,-0.685164,-2.832400,-0.552457,-12.680052,-0.295009,-17.088440,0.000000,0.000000,-0.000000
313,0.722844,-1.765630,-5.048230,-13.541682,-4.082278,-18.492197,-0.000000,-0.000000,-0.000000
314,1.529820,0.224573,-5.302620,-12.639017,-4.659905,-19.929370,0.000000,-0.000000,-0.000000
315,3.702260,-8.174110,-3.312860,-16.429182,-4.810997,-15.547606,-0.000000,0.000000,-0.000000
316,3.153280,-8.842360,-1.679730,-16.245670,-3.545465,-14.967718,-0.000000,-0.000000,-0.000000
317,3.705390,-6.488930,-1.656470,-14.972613,-3.829366,-16.548707,-0.000000,-0.000000,0.000000
318,3.726610,-11.075700,-2.857900,-17.839064,-4.554776,-13.830036,-0.000000,-0.000000,-0.000000
319,-1.345080,11.335400,-0.990899,-4.834935,-0.914543,-24.213617,0.000000,-0.000000,-0.000000
320,7.754310,-13.221500,-0.965371,-18.364281,-5.595983,-13.892541,0.000000,0.000000,-0.000000
321,-3.866240,-1.622430,-0.439633,-12.406951,1.273028,-16.900817,-0.000000,0.000000,0.000000
322,-5.334410,-2.082900,-0.817702,-12.681086,1.144461,-16.485474,0.000000,-0.000000,0.000000
323,-2.397580,-8.896880,-2.679960,-7.429178,2.510837,-7.013834,-0.000000,-0.000000,0.000000
324,-3.001310,-11.240000,-3.096000,-3.163708,1.750749,-2.927116,-0.000000,0.000000,0.000000
325,6.182490,4.094570,-0.855015,-9.728458,-6.570891,-22.857036,-0.000000,0.000000,0.000000
326,7.987300,-12.637100,-0.778650,-17.987813,-5.610318,-14.317519,-0.000000,-0.000000,-0.000000
327,9.029340,-13.058200,-0.799556,-18.221294,-6.183410,-14.413391,0.000000,0.000000,-0.000000
328,2.783670,3.076780,-5.313180,-10.909854,-5.242100,-21.612611,-0.000000,0.000000,-0.000000
329,2.829120,2.669200,-4.280010,-10.993438,-4.870198,-21.584284,-0.000000,-0.000000,-0.000000
330,-4.788690,-13.321400,-0.827313,0.000000,0.000000,0.000000,-3.720955,-12.644443,13.047143
331,-5.053150,-12.410400,-0.851569,-1.067244,0.103276,-0.743867,-0.000000,-0.000000,-0.000000
332,-4.469000,-12.877600,-0.099210,-0.840362,1.140376,-0.654932,-0.000000,0.000000,-0.000000
